message_id,ticket_id,sender_type,message_content,sent_at,message_type
TM00004957,TK0000557,user,咨询当前处理进度,2026-08-15 15:12:12,text
TM00004958,TK0000558,agent,问题已处理，请确认,2025-12-05 09:40:05,text
TM00004959,TK0000559,agent,请提供相关订单信息,2026-03-20 16:18:20,text
TM00004960,TK0000560,bot,问题已处理，请确认,2025-04-06 00:52:15,text
TM00004961,TK0000561,agent,申请退款或补发,2025-07-15 03:45:45,text
TM00004962,TK0000562,agent,问题已处理，请确认,2026-07-27 09:31:48,text
TM00004963,TK0000563,agent,已收到您的问题，正在核实,2026-06-14 02:52:14,text
TM00004964,TK0000564,agent,问题已处理，请确认,2025-06-24 19:30:25,text
TM00004965,TK0000565,agent,感谢您的耐心等待,2025-06-04 15:23:12,text
TM00004966,TK0000566,user,咨询当前处理进度,2025-04-16 18:45:16,text
TM00004967,TK0000567,agent,感谢您的耐心等待,2026-05-23 23:26:00,text
TM00004968,TK0000568,agent,感谢您的耐心等待,2025-06-06 09:43:13,text
TM00004969,TK0000569,user,感谢您的耐心等待,2025-02-09 17:38:04,text
TM00004970,TK0000570,user,请提供相关订单信息,2025-05-17 22:59:55,text
TM00004971,TK0000571,user,已收到您的问题，正在核实,2026-08-26 16:00:39,text
TM00004972,TK0000572,bot,感谢您的耐心等待,2026-01-15 10:46:48,text
TM00004973,TK0000573,bot,问题已处理，请确认,2025-06-07 11:16:01,text
TM00004974,TK0000574,agent,已收到您的问题，正在核实,2025-06-10 07:59:25,text
TM00004975,TK0000575,agent,咨询当前处理进度,2025-08-18 14:52:19,text
TM00004976,TK0000576,bot,请提供相关订单信息,2025-06-30 06:49:36,text
TM00004977,TK0000577,user,问题已处理，请确认,2025-08-20 03:47:06,text
TM00004978,TK0000578,agent,已收到您的问题，正在核实,2025-03-09 10:21:50,text
TM00004979,TK0000579,agent,咨询当前处理进度,2025-09-21 22:42:26,text
TM00004980,TK0000580,agent,已收到您的问题，正在核实,2026-08-26 00:25:18,text
TM00004981,TK0000581,user,请提供相关订单信息,2025-02-14 19:09:15,system
TM00004982,TK0000582,bot,已收到您的问题，正在核实,2026-01-13 04:57:10,text
TM00004983,TK0000583,agent,已收到您的问题，正在核实,2026-05-03 11:53:28,text
TM00004984,TK0000584,user,申请退款或补发,2025-09-04 20:39:52,text
TM00004985,TK0000585,user,请提供相关订单信息,2026-02-08 00:45:20,text
TM00004986,TK0000586,user,请提供相关订单信息,2025-09-12 05:28:05,text
TM00004987,TK0000587,agent,感谢您的耐心等待,2025-10-07 17:25:19,text
TM00004988,TK0000588,user,问题已处理，请确认,2026-06-26 21:07:24,text
TM00004989,TK0000589,agent,咨询当前处理进度,2025-04-18 09:41:57,text
TM00004990,TK0000590,user,问题已处理，请确认,2026-04-13 06:23:18,text
TM00004991,TK0000591,agent,问题已处理，请确认,2025-06-23 22:58:35,text
TM00004992,TK0000592,user,请提供相关订单信息,2025-08-31 12:47:53,text
TM00004993,TK0000593,user,请提供相关订单信息,2026-07-07 01:45:47,text
TM00004994,TK0000594,agent,请提供相关订单信息,2025-06-13 21:19:32,text
TM00004995,TK0000595,user,已收到您的问题，正在核实,2025-07-06 09:32:48,system
TM00004996,TK0000596,user,咨询当前处理进度,2026-02-28 11:33:46,text
TM00004997,TK0000597,agent,请提供相关订单信息,2025-03-30 23:17:15,text
TM00004998,TK0000598,agent,已收到您的问题，正在核实,2026-05-26 07:23:01,text
TM00004999,TK0000599,agent,申请退款或补发,2026-04-21 06:52:26,text
TM00005000,TK0000600,agent,咨询当前处理进度,2025-06-07 13:27:41,text
TM00005001,TK0000601,agent,问题已处理，请确认,2025-10-07 13:04:17,text
TM00005002,TK0000602,bot,问题已处理，请确认,2026-07-25 18:14:35,text
TM00005003,TK0000603,bot,申请退款或补发,2025-07-05 18:01:48,text
TM00005004,TK0000604,user,咨询当前处理进度,2025-05-13 09:50:27,text
TM00005005,TK0000605,agent,感谢您的耐心等待,2025-02-10 00:12:19,text
TM00005006,TK0000606,user,感谢您的耐心等待,2026-01-28 17:25:36,text
TM00005007,TK0000607,agent,已收到您的问题，正在核实,2026-05-04 13:10:47,text
TM00005008,TK0000608,agent,问题已处理，请确认,2026-06-07 05:18:59,text
TM00005009,TK0000609,user,问题已处理，请确认,2025-08-06 06:47:37,text
TM00005010,TK0000610,user,申请退款或补发,2026-03-30 05:51:28,text
TM00005011,TK0000611,agent,已收到您的问题，正在核实,2025-08-22 08:19:02,text
TM00005012,TK0000612,user,已收到您的问题，正在核实,2026-08-18 21:50:31,text
TM00005013,TK0000613,agent,申请退款或补发,2026-04-05 23:10:04,text
TM00005014,TK0000614,user,感谢您的耐心等待,2025-08-13 23:21:21,system
TM00005015,TK0000615,agent,请提供相关订单信息,2025-06-01 23:32:33,text
TM00005016,TK0000616,bot,请提供相关订单信息,2025-12-23 13:12:28,text
TM00005017,TK0000617,user,咨询当前处理进度,2025-07-08 08:53:49,text
TM00005018,TK0000618,bot,感谢您的耐心等待,2025-10-11 11:34:15,text
TM00005019,TK0000619,user,感谢您的耐心等待,2025-10-18 05:08:11,text
TM00005020,TK0000620,bot,请提供相关订单信息,2026-08-25 17:34:09,text
TM00005021,TK0000621,bot,申请退款或补发,2025-05-02 17:02:48,text
TM00005022,TK0000622,agent,请提供相关订单信息,2025-11-04 23:09:07,text
TM00005023,TK0000623,agent,请提供相关订单信息,2025-09-01 09:05:52,text
TM00005024,TK0000624,agent,感谢您的耐心等待,2025-12-10 15:07:09,text
TM00005025,TK0000625,agent,申请退款或补发,2026-07-24 04:48:21,text
TM00005026,TK0000626,bot,已收到您的问题，正在核实,2026-02-03 03:07:46,text
TM00005027,TK0000627,agent,问题已处理，请确认,2025-07-11 12:21:21,text
TM00005028,TK0000628,agent,申请退款或补发,2026-08-04 17:59:23,text
TM00005029,TK0000629,agent,已收到您的问题，正在核实,2025-02-23 09:36:13,text
TM00005030,TK0000630,user,感谢您的耐心等待,2025-11-03 17:06:32,text
TM00005031,TK0000631,user,感谢您的耐心等待,2025-10-16 07:48:34,text
TM00005032,TK0000632,user,已收到您的问题，正在核实,2026-03-06 22:00:46,text
TM00005033,TK0000633,agent,感谢您的耐心等待,2025-05-07 12:59:21,text
TM00005034,TK0000634,agent,请提供相关订单信息,2025-11-30 23:02:18,text
TM00005035,TK0000635,user,已收到您的问题，正在核实,2025-07-06 12:24:26,text
TM00005036,TK0000636,user,请提供相关订单信息,2025-06-03 09:47:12,image
TM00005037,TK0000637,agent,感谢您的耐心等待,2025-03-19 22:27:58,text
TM00005038,TK0000638,agent,感谢您的耐心等待,2025-12-22 15:03:24,text
TM00005039,TK0000639,agent,问题已处理，请确认,2026-03-25 18:49:47,text
TM00005040,TK0000640,user,问题已处理，请确认,2026-03-13 12:46:04,text
TM00005041,TK0000641,agent,已收到您的问题，正在核实,2026-06-22 11:30:18,text
TM00005042,TK0000642,user,问题已处理，请确认,2026-08-19 05:45:11,text
TM00005043,TK0000643,user,感谢您的耐心等待,2026-04-01 00:24:38,text
TM00005044,TK0000644,agent,申请退款或补发,2025-11-22 04:18:09,text
TM00005045,TK0000645,user,申请退款或补发,2026-04-20 16:18:28,text
TM00005046,TK0000646,agent,咨询当前处理进度,2026-04-17 11:19:09,text
TM00005047,TK0000647,agent,问题已处理，请确认,2025-10-01 23:45:24,text
TM00005048,TK0000648,agent,请提供相关订单信息,2025-04-16 13:26:02,text
TM00005049,TK0000649,user,问题已处理，请确认,2026-03-23 04:35:39,text
TM00005050,TK0000650,user,请提供相关订单信息,2026-06-30 07:45:45,image
TM00005051,TK0000651,user,咨询当前处理进度,2025-03-23 03:23:29,text
TM00005052,TK0000652,user,请提供相关订单信息,2026-03-04 10:32:55,text
TM00005053,TK0000653,agent,申请退款或补发,2025-07-07 20:34:00,text
TM00005054,TK0000654,bot,请提供相关订单信息,2025-06-02 18:02:37,image
TM00005055,TK0000655,agent,请提供相关订单信息,2025-02-07 15:29:58,text
TM00005056,TK0000656,user,感谢您的耐心等待,2025-08-25 20:42:51,image
TM00005057,TK0000657,agent,请提供相关订单信息,2026-02-22 21:38:54,text
TM00005058,TK0000658,bot,咨询当前处理进度,2025-02-22 03:34:12,text
TM00005059,TK0000659,user,咨询当前处理进度,2025-02-05 02:19:28,text
TM00005060,TK0000660,agent,已收到您的问题，正在核实,2025-05-06 21:10:44,text
TM00005061,TK0000661,bot,问题已处理，请确认,2026-08-06 01:23:36,text
TM00005062,TK0000662,user,申请退款或补发,2025-07-29 15:42:54,text
TM00005063,TK0000663,agent,申请退款或补发,2025-04-19 15:10:25,text
TM00005064,TK0000664,user,感谢您的耐心等待,2025-06-13 05:01:03,text
TM00005065,TK0000665,user,已收到您的问题，正在核实,2025-05-19 14:39:44,text
TM00005066,TK0000666,user,已收到您的问题，正在核实,2025-12-02 14:07:25,text
TM00005067,TK0000667,agent,感谢您的耐心等待,2025-11-01 12:09:24,system
TM00005068,TK0000668,agent,已收到您的问题，正在核实,2025-08-26 17:00:38,image
TM00005069,TK0000669,agent,咨询当前处理进度,2026-01-10 05:37:19,text
TM00005070,TK0000670,agent,感谢您的耐心等待,2025-06-10 15:22:13,text
TM00005071,TK0000671,bot,已收到您的问题，正在核实,2025-07-20 14:00:01,text
TM00005072,TK0000672,agent,申请退款或补发,2026-05-05 01:41:01,text
TM00005073,TK0000673,user,咨询当前处理进度,2026-01-10 15:59:33,text
TM00005074,TK0000674,agent,申请退款或补发,2025-04-21 09:30:51,image
TM00005075,TK0000675,agent,咨询当前处理进度,2025-06-04 14:21:52,text
TM00005076,TK0000676,user,咨询当前处理进度,2025-12-19 08:36:54,text
TM00005077,TK0000677,user,已收到您的问题，正在核实,2025-05-21 21:38:54,text
TM00005078,TK0000678,user,已收到您的问题，正在核实,2026-02-19 16:30:25,text
TM00005079,TK0000679,agent,感谢您的耐心等待,2025-05-30 05:21:17,system
TM00005080,TK0000680,bot,已收到您的问题，正在核实,2025-06-22 05:52:47,text
TM00005081,TK0000681,user,请提供相关订单信息,2026-04-30 04:01:16,text
TM00005082,TK0000682,user,已收到您的问题，正在核实,2026-01-23 01:54:00,text
TM00005083,TK0000683,agent,咨询当前处理进度,2025-01-18 16:44:05,text
TM00005084,TK0000684,user,问题已处理，请确认,2025-09-10 04:29:14,text
TM00005085,TK0000685,bot,已收到您的问题，正在核实,2026-06-21 23:55:33,text
TM00005086,TK0000686,user,申请退款或补发,2025-02-12 20:50:21,text
TM00005087,TK0000687,agent,问题已处理，请确认,2025-03-26 22:47:27,text
TM00005088,TK0000688,user,请提供相关订单信息,2025-04-26 11:52:01,system
TM00005089,TK0000689,agent,问题已处理，请确认,2025-10-04 20:24:46,text
TM00005090,TK0000690,user,咨询当前处理进度,2025-09-27 09:55:27,text
TM00005091,TK0000691,bot,申请退款或补发,2025-07-27 13:43:20,text
TM00005092,TK0000692,agent,请提供相关订单信息,2025-10-16 20:30:47,image
TM00005093,TK0000693,user,感谢您的耐心等待,2025-09-06 15:59:01,text
TM00005094,TK0000694,bot,已收到您的问题，正在核实,2025-04-11 19:17:09,text
TM00005095,TK0000695,user,请提供相关订单信息,2026-04-24 23:59:15,text
TM00005096,TK0000696,agent,请提供相关订单信息,2026-02-07 05:22:09,text
TM00005097,TK0000697,user,申请退款或补发,2026-04-28 03:37:35,text
TM00005098,TK0000698,user,感谢您的耐心等待,2025-11-23 19:14:32,image
TM00005099,TK0000699,user,感谢您的耐心等待,2025-07-31 04:43:20,text
TM00005100,TK0000700,agent,申请退款或补发,2025-02-05 09:33:40,text
TM00005101,TK0000701,bot,问题已处理，请确认,2026-07-29 16:04:42,text
TM00005102,TK0000702,user,请提供相关订单信息,2025-04-25 04:24:38,text
TM00005103,TK0000703,agent,感谢您的耐心等待,2026-02-21 01:48:57,text
TM00005104,TK0000704,agent,已收到您的问题，正在核实,2026-07-22 00:32:26,text
TM00005105,TK0000705,agent,感谢您的耐心等待,2025-08-25 01:19:40,text
TM00005106,TK0000706,agent,申请退款或补发,2026-08-16 07:34:10,text
TM00005107,TK0000707,user,问题已处理，请确认,2025-03-07 07:10:20,text
TM00005108,TK0000708,user,请提供相关订单信息,2026-05-01 20:19:02,system
TM00005109,TK0000709,user,咨询当前处理进度,2025-07-20 05:53:19,text
TM00005110,TK0000710,user,请提供相关订单信息,2025-09-02 15:39:53,text
TM00005111,TK0000711,agent,感谢您的耐心等待,2025-11-11 20:59:30,text
TM00005112,TK0000712,bot,感谢您的耐心等待,2025-04-04 17:19:22,text
TM00005113,TK0000713,user,咨询当前处理进度,2026-04-29 09:03:17,text
TM00005114,TK0000714,user,申请退款或补发,2025-06-12 14:54:34,text
TM00005115,TK0000715,user,已收到您的问题，正在核实,2026-01-07 18:40:00,system
TM00005116,TK0000716,agent,已收到您的问题，正在核实,2026-05-30 06:11:42,text
TM00005117,TK0000717,agent,请提供相关订单信息,2026-01-06 01:47:50,image
TM00005118,TK0000718,user,已收到您的问题，正在核实,2025-10-13 17:00:04,image
TM00005119,TK0000719,agent,感谢您的耐心等待,2025-12-06 20:36:22,text
TM00005120,TK0000720,user,已收到您的问题，正在核实,2025-11-10 15:55:24,text
TM00005121,TK0000721,bot,感谢您的耐心等待,2026-03-07 19:52:29,text
TM00005122,TK0000722,agent,请提供相关订单信息,2026-03-05 19:39:04,text
TM00005123,TK0000723,user,已收到您的问题，正在核实,2025-06-05 12:31:17,text
TM00005124,TK0000724,agent,请提供相关订单信息,2025-10-06 06:13:08,text
TM00005125,TK0000725,agent,请提供相关订单信息,2025-10-02 04:13:42,text
TM00005126,TK0000726,agent,问题已处理，请确认,2025-03-22 17:55:21,text
TM00005127,TK0000727,user,咨询当前处理进度,2026-05-26 17:51:38,text
TM00005128,TK0000728,user,已收到您的问题，正在核实,2026-06-24 17:07:18,text
TM00005129,TK0000729,agent,已收到您的问题，正在核实,2026-08-06 16:46:18,text
TM00005130,TK0000730,bot,问题已处理，请确认,2025-09-12 12:04:42,text
TM00005131,TK0000731,bot,咨询当前处理进度,2025-12-05 03:35:35,text
TM00005132,TK0000732,agent,申请退款或补发,2025-02-18 10:46:26,text
TM00005133,TK0000733,agent,感谢您的耐心等待,2025-06-10 18:37:11,text
TM00005134,TK0000734,user,问题已处理，请确认,2025-02-11 00:24:53,text
TM00005135,TK0000735,user,申请退款或补发,2026-05-22 16:56:07,text
TM00005136,TK0000736,agent,问题已处理，请确认,2025-10-06 17:59:06,text
TM00005137,TK0000737,agent,请提供相关订单信息,2025-12-16 16:11:02,image
TM00005138,TK0000738,agent,申请退款或补发,2025-07-10 23:01:24,image
TM00005139,TK0000739,bot,咨询当前处理进度,2026-02-24 04:08:35,text
TM00005140,TK0000740,user,已收到您的问题，正在核实,2025-02-26 16:05:28,text
TM00005141,TK0000741,user,请提供相关订单信息,2025-09-08 14:41:27,text
TM00005142,TK0000742,user,已收到您的问题，正在核实,2026-03-14 14:55:01,text
TM00005143,TK0000743,user,申请退款或补发,2025-05-23 12:06:27,text
TM00005144,TK0000744,bot,咨询当前处理进度,2025-06-08 23:22:48,text
TM00005145,TK0000745,agent,感谢您的耐心等待,2025-06-28 01:26:55,text
TM00005146,TK0000746,user,请提供相关订单信息,2026-08-18 10:29:30,text
TM00005147,TK0000747,agent,感谢您的耐心等待,2025-01-06 04:10:03,text
TM00005148,TK0000748,user,感谢您的耐心等待,2025-03-15 14:31:32,text
TM00005149,TK0000749,agent,申请退款或补发,2025-04-19 19:59:29,text
TM00005150,TK0000750,user,申请退款或补发,2025-03-25 07:08:02,text
TM00005151,TK0000751,bot,已收到您的问题，正在核实,2026-04-24 10:55:26,text
TM00005152,TK0000752,bot,问题已处理，请确认,2026-06-11 00:24:20,text
TM00005153,TK0000753,agent,请提供相关订单信息,2026-08-17 20:09:55,text
TM00005154,TK0000754,user,已收到您的问题，正在核实,2026-08-11 03:23:10,text
TM00005155,TK0000755,agent,咨询当前处理进度,2025-01-15 19:33:58,system
TM00005156,TK0000756,user,申请退款或补发,2025-12-25 19:56:11,text
TM00005157,TK0000757,agent,问题已处理，请确认,2025-08-27 15:10:28,text
TM00005158,TK0000758,user,请提供相关订单信息,2025-05-10 22:51:27,text
TM00005159,TK0000759,bot,感谢您的耐心等待,2026-03-23 08:09:49,text
TM00005160,TK0000760,user,问题已处理，请确认,2025-11-11 07:56:08,text
TM00005161,TK0000761,user,请提供相关订单信息,2026-05-26 15:15:00,system
TM00005162,TK0000762,agent,请提供相关订单信息,2026-07-15 23:51:00,system
TM00005163,TK0000763,agent,申请退款或补发,2026-05-28 11:41:03,text
TM00005164,TK0000764,user,已收到您的问题，正在核实,2025-05-17 16:17:11,text
TM00005165,TK0000765,agent,咨询当前处理进度,2026-02-08 10:05:08,text
TM00005166,TK0000766,agent,请提供相关订单信息,2025-01-11 07:09:37,text
TM00005167,TK0000767,agent,咨询当前处理进度,2025-05-09 16:34:48,text
TM00005168,TK0000768,agent,申请退款或补发,2025-08-27 02:02:11,text
TM00005169,TK0000769,agent,申请退款或补发,2025-05-02 14:24:28,image
TM00005170,TK0000770,bot,请提供相关订单信息,2025-08-20 13:14:05,text
TM00005171,TK0000771,agent,请提供相关订单信息,2025-08-07 03:35:47,text
TM00005172,TK0000772,agent,申请退款或补发,2025-03-12 03:20:25,text
TM00005173,TK0000773,bot,已收到您的问题，正在核实,2026-04-18 01:00:26,text
TM00005174,TK0000774,agent,已收到您的问题，正在核实,2026-07-20 02:18:10,text
TM00005175,TK0000775,user,请提供相关订单信息,2025-06-26 02:09:11,text
TM00005176,TK0000776,user,请提供相关订单信息,2025-11-21 05:04:32,text
TM00005177,TK0000777,user,请提供相关订单信息,2026-04-30 14:55:47,text
TM00005178,TK0000778,agent,感谢您的耐心等待,2026-06-30 16:57:33,text
TM00005179,TK0000779,agent,请提供相关订单信息,2025-12-16 00:29:00,text
TM00005180,TK0000780,user,问题已处理，请确认,2025-10-13 19:34:05,text
TM00005181,TK0000781,agent,已收到您的问题，正在核实,2026-01-06 21:16:11,text
TM00005182,TK0000782,user,已收到您的问题，正在核实,2025-03-06 13:25:24,text
TM00005183,TK0000783,bot,申请退款或补发,2025-09-01 17:11:34,text
TM00005184,TK0000784,bot,问题已处理，请确认,2026-07-04 22:47:51,text
TM00005185,TK0000785,agent,申请退款或补发,2025-02-26 09:43:01,text
TM00005186,TK0000786,bot,申请退款或补发,2026-05-26 22:38:47,text
TM00005187,TK0000787,user,请提供相关订单信息,2025-03-31 15:20:10,text
TM00005188,TK0000788,user,已收到您的问题，正在核实,2025-12-09 20:03:03,text
TM00005189,TK0000789,user,感谢您的耐心等待,2025-03-09 09:02:57,text
TM00005190,TK0000790,agent,问题已处理，请确认,2026-01-27 10:09:38,system
TM00005191,TK0000791,user,感谢您的耐心等待,2025-08-20 14:54:48,text
TM00005192,TK0000792,agent,申请退款或补发,2025-07-11 06:41:49,text
TM00005193,TK0000793,agent,感谢您的耐心等待,2026-07-09 23:35:00,text
TM00005194,TK0000794,agent,已收到您的问题，正在核实,2025-06-20 14:50:28,text
TM00005195,TK0000795,agent,感谢您的耐心等待,2026-08-16 23:03:57,system
TM00005196,TK0000796,agent,申请退款或补发,2025-06-26 19:01:47,text
TM00005197,TK0000797,agent,咨询当前处理进度,2025-08-22 05:01:11,text
TM00005198,TK0000798,user,请提供相关订单信息,2026-04-12 11:23:43,text
TM00005199,TK0000799,user,请提供相关订单信息,2026-01-26 07:43:31,text
TM00005200,TK0000800,agent,咨询当前处理进度,2026-04-03 04:13:51,text
TM00005201,TK0000801,user,请提供相关订单信息,2025-04-15 22:16:48,text
TM00005202,TK0000802,agent,咨询当前处理进度,2025-10-13 18:51:55,text
TM00005203,TK0000803,user,问题已处理，请确认,2026-06-08 20:00:31,text
TM00005204,TK0000804,user,请提供相关订单信息,2026-08-25 10:15:23,text
TM00005205,TK0000805,agent,问题已处理，请确认,2025-08-25 14:10:02,text
TM00005206,TK0000806,agent,已收到您的问题，正在核实,2026-02-14 12:03:05,image
TM00005207,TK0000807,user,感谢您的耐心等待,2025-07-05 13:26:34,text
TM00005208,TK0000808,agent,咨询当前处理进度,2025-04-30 12:37:56,text
TM00005209,TK0000809,user,感谢您的耐心等待,2026-06-30 20:32:22,text
TM00005210,TK0000810,user,咨询当前处理进度,2026-07-10 10:50:51,text
TM00005211,TK0000811,agent,已收到您的问题，正在核实,2025-12-03 11:56:06,system
TM00005212,TK0000812,user,问题已处理，请确认,2026-05-27 22:54:25,system
TM00005213,TK0000813,user,申请退款或补发,2026-06-07 04:33:41,text
TM00005214,TK0000814,agent,申请退款或补发,2025-09-05 06:23:32,text
TM00005215,TK0000815,agent,已收到您的问题，正在核实,2025-04-05 05:58:47,text
TM00005216,TK0000816,user,咨询当前处理进度,2026-06-07 21:19:33,text
TM00005217,TK0000817,agent,感谢您的耐心等待,2025-10-02 10:58:03,text
TM00005218,TK0000818,bot,感谢您的耐心等待,2025-03-30 11:43:25,text
TM00005219,TK0000819,agent,咨询当前处理进度,2026-01-11 02:10:03,text
TM00005220,TK0000820,agent,已收到您的问题，正在核实,2026-04-25 09:14:45,text
TM00005221,TK0000821,agent,请提供相关订单信息,2026-06-30 14:29:12,text
TM00005222,TK0000822,user,已收到您的问题，正在核实,2025-10-03 00:03:40,text
TM00005223,TK0000823,agent,申请退款或补发,2025-01-15 02:12:18,text
TM00005224,TK0000824,agent,咨询当前处理进度,2025-03-18 19:20:25,image
TM00005225,TK0000825,user,咨询当前处理进度,2026-05-29 02:50:54,text
TM00005226,TK0000826,agent,请提供相关订单信息,2025-03-08 17:26:02,text
TM00005227,TK0000827,user,请提供相关订单信息,2025-11-23 18:10:32,text
TM00005228,TK0000828,bot,申请退款或补发,2025-08-06 00:50:51,text
TM00005229,TK0000829,bot,申请退款或补发,2025-11-30 20:48:15,system
TM00005230,TK0000830,user,问题已处理，请确认,2025-03-07 12:44:44,text
TM00005231,TK0000831,agent,申请退款或补发,2026-02-14 16:07:42,image
TM00005232,TK0000832,bot,咨询当前处理进度,2026-05-04 22:27:43,image
TM00005233,TK0000833,agent,请提供相关订单信息,2025-06-13 17:51:45,text
TM00005234,TK0000834,user,申请退款或补发,2026-04-05 04:42:57,system
TM00005235,TK0000835,agent,咨询当前处理进度,2025-04-26 18:49:50,text
TM00005236,TK0000836,bot,申请退款或补发,2025-04-06 03:37:09,text
TM00005237,TK0000837,agent,问题已处理，请确认,2025-08-18 05:56:07,text
TM00005238,TK0000838,user,问题已处理，请确认,2026-06-27 02:18:53,text
TM00005239,TK0000839,user,咨询当前处理进度,2025-06-24 04:43:06,text
TM00005240,TK0000840,user,感谢您的耐心等待,2025-10-27 14:51:00,text
TM00005241,TK0000841,agent,请提供相关订单信息,2025-12-13 14:32:02,text
TM00005242,TK0000842,bot,请提供相关订单信息,2025-04-22 23:33:58,text
TM00005243,TK0000843,agent,感谢您的耐心等待,2025-04-27 23:53:46,text
TM00005244,TK0000844,user,感谢您的耐心等待,2026-06-11 04:21:09,text
TM00005245,TK0000845,agent,问题已处理，请确认,2025-04-10 15:46:18,text
TM00005246,TK0000846,agent,请提供相关订单信息,2025-03-12 06:01:19,text
TM00005247,TK0000847,user,咨询当前处理进度,2025-06-17 05:51:10,text
TM00005248,TK0000848,agent,申请退款或补发,2025-12-28 06:54:22,text
TM00005249,TK0000849,agent,已收到您的问题，正在核实,2025-11-28 13:01:08,text
TM00005250,TK0000850,agent,感谢您的耐心等待,2025-02-07 08:51:02,text
TM00005251,TK0000851,user,咨询当前处理进度,2025-10-21 21:10:09,text
TM00005252,TK0000852,agent,申请退款或补发,2025-03-10 12:06:41,text
TM00005253,TK0000853,agent,请提供相关订单信息,2025-06-08 18:43:11,text
TM00005254,TK0000854,agent,申请退款或补发,2026-04-09 08:21:05,text
TM00005255,TK0000855,bot,问题已处理，请确认,2026-07-27 13:14:00,text
TM00005256,TK0000856,user,感谢您的耐心等待,2025-10-06 05:46:39,text
TM00005257,TK0000857,user,已收到您的问题，正在核实,2025-12-25 03:21:06,text
TM00005258,TK0000858,agent,咨询当前处理进度,2025-05-24 21:07:05,text
TM00005259,TK0000859,user,咨询当前处理进度,2025-11-05 02:39:13,system
TM00005260,TK0000860,bot,已收到您的问题，正在核实,2025-04-22 02:00:20,text
TM00005261,TK0000861,agent,问题已处理，请确认,2025-09-03 00:06:07,text
TM00005262,TK0000862,agent,咨询当前处理进度,2026-04-12 05:49:20,text
TM00005263,TK0000863,agent,咨询当前处理进度,2025-06-19 16:14:33,text
TM00005264,TK0000864,agent,问题已处理，请确认,2025-01-25 22:16:37,image
TM00005265,TK0000865,agent,申请退款或补发,2026-01-28 17:05:57,text
TM00005266,TK0000866,user,问题已处理，请确认,2025-03-18 19:51:12,text
TM00005267,TK0000867,user,已收到您的问题，正在核实,2025-12-30 00:57:57,text
TM00005268,TK0000868,agent,问题已处理，请确认,2026-04-08 09:32:33,text
TM00005269,TK0000869,agent,请提供相关订单信息,2026-08-17 23:46:58,text
TM00005270,TK0000870,agent,申请退款或补发,2026-02-09 03:07:48,text
TM00005271,TK0000871,bot,请提供相关订单信息,2025-06-04 13:50:58,system
TM00005272,TK0000872,user,请提供相关订单信息,2026-03-23 23:31:26,text
TM00005273,TK0000873,agent,感谢您的耐心等待,2026-03-18 12:03:11,text
TM00005274,TK0000874,bot,感谢您的耐心等待,2025-08-29 15:41:23,text
TM00005275,TK0000875,user,感谢您的耐心等待,2025-07-26 16:44:22,text
TM00005276,TK0000876,user,感谢您的耐心等待,2026-04-08 09:46:49,text
TM00005277,TK0000877,user,申请退款或补发,2025-09-27 02:50:04,system
TM00005278,TK0000878,bot,请提供相关订单信息,2025-11-15 03:50:35,image
TM00005279,TK0000879,agent,已收到您的问题，正在核实,2025-06-28 03:30:42,text
TM00005280,TK0000880,user,感谢您的耐心等待,2025-07-06 14:27:55,text
TM00005281,TK0000881,agent,问题已处理，请确认,2026-01-28 17:10:48,text
TM00005282,TK0000882,agent,申请退款或补发,2025-11-30 15:53:33,text
TM00005283,TK0000883,user,申请退款或补发,2025-06-28 07:11:46,text
TM00005284,TK0000884,bot,问题已处理，请确认,2026-08-17 20:37:51,text
TM00005285,TK0000885,agent,已收到您的问题，正在核实,2025-08-27 19:08:14,text
TM00005286,TK0000886,bot,问题已处理，请确认,2025-03-16 19:19:54,text
TM00005287,TK0000887,user,问题已处理，请确认,2025-03-02 20:48:45,text
TM00005288,TK0000888,agent,请提供相关订单信息,2025-04-21 00:36:37,text
TM00005289,TK0000889,bot,已收到您的问题，正在核实,2026-07-19 15:38:33,text
TM00005290,TK0000890,user,请提供相关订单信息,2025-11-30 13:22:50,text
TM00005291,TK0000891,user,申请退款或补发,2025-06-24 21:08:08,text
TM00005292,TK0000892,agent,感谢您的耐心等待,2025-11-20 08:50:31,text
TM00005293,TK0000893,user,请提供相关订单信息,2025-12-03 09:50:56,text
TM00005294,TK0000894,bot,问题已处理，请确认,2025-03-28 09:48:07,text
TM00005295,TK0000895,agent,感谢您的耐心等待,2026-07-21 03:23:48,text
TM00005296,TK0000896,agent,感谢您的耐心等待,2026-04-04 05:53:35,system
TM00005297,TK0000897,user,已收到您的问题，正在核实,2025-10-09 08:38:32,text
TM00005298,TK0000898,bot,问题已处理，请确认,2025-04-29 08:57:41,text
TM00005299,TK0000899,agent,咨询当前处理进度,2025-07-07 17:06:29,text
TM00005300,TK0000900,user,申请退款或补发,2025-12-08 04:30:14,text
TM00005301,TK0000901,bot,感谢您的耐心等待,2026-04-21 17:31:21,text
TM00005302,TK0000902,bot,已收到您的问题，正在核实,2025-04-11 07:40:06,text
TM00005303,TK0000903,agent,已收到您的问题，正在核实,2025-03-08 12:54:07,text
TM00005304,TK0000904,user,咨询当前处理进度,2025-02-25 02:55:45,image
TM00005305,TK0000905,agent,咨询当前处理进度,2025-03-27 16:46:23,text
